timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-04-07T09:19:24,codecarbon,0670d5a0-8ad3-484a-afd2-4c103e7b22da,60.41017484664917,3.5017772472216395e-05,5.7966679555404e-07,5.0,0.0,0.1043243408203125,8.390145070023008e-05,0,1.8852038129433593e-05,0.0001027534888296,Italy,ITA,lazio,,,macOS-13.5.2-arm64-arm-64bit,3.11.5,2.3.4,8,Apple M1 Pro,,,12.3778,42.1337,16.0,process,N,1.0
2024-04-07T09:20:36,codecarbon,0670d5a0-8ad3-484a-afd2-4c103e7b22da,132.34920287132263,7.026361640798558e-05,5.308956524377395e-07,5.0,0.0,0.17554092407226562,0.0001838165769974391,0,2.2359636222234937e-05,0.000206176213219674,Italy,ITA,lazio,,,macOS-13.5.2-arm64-arm-64bit,3.11.5,2.3.4,8,Apple M1 Pro,,,12.3778,42.1337,16.0,process,N,1.0
