timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-04-20T13:29:01,codecarbon,0cc99e48-b446-4644-8721-d2caa7517062,44.91221499443054,2.1955605941236e-05,4.888560037388195e-07,5.0,0.0,0.0448551177978515,6.237684289614359e-05,0,2.0480176977518263e-06,6.442486059389543e-05,Italy,ITA,lazio,,,macOS-13.5.2-arm64-arm-64bit,3.11.5,2.3.4,8,Apple M1 Pro,,,12.3778,42.1337,16.0,process,N,1.0
2024-04-20T13:29:12,codecarbon,0cc99e48-b446-4644-8721-d2caa7517062,55.453999042510986,2.7000831771702884e-05,4.869050427004204e-07,5.0,0.0,0.05576133728027344,7.701797617806328e-05,0,2.2112114593448947e-06,7.922918763740818e-05,Italy,ITA,lazio,,,macOS-13.5.2-arm64-arm-64bit,3.11.5,2.3.4,8,Apple M1 Pro,,,12.3778,42.1337,16.0,process,N,1.0
